"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GO","experiment"
"GO:0006366","transcription by RNA polymerase II ",0.027027027027027,0.00265072471941797,0.0212765957446809,10.196089706728,2.88671622577874,0.0936293937168398,0.132182673482597,0.0753673138277967,"evm.utg1127.12",1,"Biological Processes","Primed Experiment"
"GO:0042254","ribosome biogenesis ",0.027027027027027,0.0029891151091309,0.0188679245283019,9.04181540030597,2.68112886350419,0.104949958436724,0.139933277915632,0.07978651810979,"evm.utg3753.7",1,"Biological Processes","Primed Experiment"
"GO:0034765","regulation of monoatomic ion transmembrane transport ",0.027027027027027,0.00727539337882804,0.00775193798449612,3.71485438927299,1.41515042597231,0.236963351337931,0.299322128005808,0.170666125617347,"evm.utg12724.17",1,"Biological Processes","Primed Experiment"
"GO:0006886","exocytosis ",0.027027027027027,0.00778297896339744,0.0072463768115942,3.4725812769291,1.33340594328901,0.251281156824706,0.301537388189648,0.171929212564273,"evm.utg7656.7",1,"Biological Processes","Primed Experiment"
"GO:0005975","carbohydrate metabolic process ",0.027027027027027,0.00874175173425075,0.00645161290322581,3.09171752397559,1.19605480561027,0.277616089607268,0.317275530979734,0.180902715032305,"evm.utg4428.1",1,"Biological Processes","Primed Experiment"
"GO:0055085","transmembrane transport ",0.027027027027027,0.00930573571710563,0.00606060606060606,2.9043407043407,1.12380873034935,0.292683873958698,0.319291498864034,0.182052170404932,"evm.utg3522.31",1,"Biological Processes","Primed Experiment"
"GO:0006260","DNA recombination ",0.027027027027027,0.0104901020811009,0.00537634408602151,2.57643126997966,0.988318773675603,0.323337503244735,0.337395655559723,0.192374715889316,"utg2427.evm.utg261.54.mrna8",1,"Biological Processes","Primed Experiment"
"GO:0006310","DNA integration ",0.027027027027027,0.0254356776267554,0.00221729490022173,1.06256367231977,0.0615433103742996,0.614909803816945,0.614909803816945,0.350606467088609,"evm.utg4977.3",1,"Biological Processes","Primed Experiment"
"GO:0035368","selenocysteine insertion sequence binding ",0.0363636363636364,0.000154942671211652,0.5,234.690909090909,21.5971794147404,2.66659458533637e-05,0.000586650808774001,0.000308763583565264,"evm.utg2661.19/evm.utg2661.20",2,"Molecular Functions","Primed Experiment"
"GO:0106245","L-serine-phosphatidylethanolamine phosphatidyltransferase activity ",0.0181818181818182,0.000154942671211652,0.25,117.345454545455,10.7523808507682,0.00849514440808741,0.05834309196711,0.0307068905090052,"utg5417.equina_smart_1738001.mrna6",1,"Molecular Functions","Primed Experiment"
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity ",0.0363636363636364,0.00275023241400682,0.028169014084507,13.2220230473752,4.76498870208759,0.0100803969139989,0.05834309196711,0.0307068905090052,"evm.utg1781.11/evm.utg1970.27",2,"Molecular Functions","Primed Experiment"
"GO:0001056","DNA binding ",0.0181818181818182,0.000193678339014565,0.2,93.8763636363636,9.59674247072702,0.0106078349031109,0.05834309196711,0.0307068905090052,"evm.utg159619.2",1,"Molecular Functions","Primed Experiment"
"GO:0043531","ADP binding ",0.0363636363636364,0.00344747443445925,0.0224719101123595,10.5479060265577,4.16912212119593,0.0155026836639147,0.0617628901616704,0.032506784295616,"evm.utg33757.21/evm.utg33757.22",2,"Molecular Functions","Primed Experiment"
"GO:0016779","ATP binding ",0.0363636363636364,0.0036024171056709,0.021505376344086,10.0942326490714,4.05959562868275,0.0168444245895465,0.0617628901616704,0.032506784295616,"utg2427.evm.utg261.54.mrna8/evm.utg1127.12",2,"Molecular Functions","Primed Experiment"
"GO:0003964","RNA-directed DNA polymerase activity ",0.0363636363636364,0.00460954446854664,0.0168067226890756,7.88877005347594,3.48024651576396,0.0266920379480809,0.0838892621225401,0.0441522432223895,"utg1828.evm.utg112.18.mrna2/evm.utg1143.29",2,"Molecular Functions","Primed Experiment"
"GO:0030247","beta-N-acetylhexosaminidase activity ",0.0181818181818182,0.000619770684846607,0.0625,29.3363636363636,5.23878175208467,0.0335576964235612,0.0870660795751119,0.0458242524079536,"evm.utg4428.1",1,"Molecular Functions","Primed Experiment"
"GO:0004100","chitin synthase activity ",0.0181818181818182,0.00065850635264952,0.0588235294117647,27.6106951871658,5.07125320777383,0.0356179416443639,0.0870660795751119,0.0458242524079536,"evm.utg590.24",1,"Molecular Functions","Primed Experiment"
"GO:0031369","RNA binding ",0.0181818181818182,0.000774713356058258,0.05,23.4690909090909,4.64472884880855,0.0417728388763103,0.0917093200845123,0.0482680632023749,"evm.utg2353.1",1,"Molecular Functions","Primed Experiment"
"GO:0004675","ATP binding ",0.0181818181818182,0.000852184691664084,0.0454545454545455,21.3355371900826,4.40903648494927,0.0458546600422561,0.0917093200845123,0.0482680632023749,"evm.utg483.15",1,"Molecular Functions","Primed Experiment"
"GO:0008483","pyridoxal phosphate binding ",0.0181818181818182,0.00131701270529904,0.0294117647058824,13.8053475935829,3.45230040133368,0.0699895020757541,0.128314087138882,0.067533730073096,"evm.utg30804.6",1,"Molecular Functions","Primed Experiment"
"GO:0016702","metal ion binding ",0.0181818181818182,0.0015106910443136,0.0256410256410256,12.0354312354312,3.18670217867982,0.0798678553778732,0.134742679479289,0.0709171997259415,"evm.utg1818.18",1,"Molecular Functions","Primed Experiment"
"GO:0071949","catalytic activity ",0.0181818181818182,0.00162689804772234,0.0238095238095238,11.1757575757576,3.04955545792729,0.0857453414868202,0.134742679479289,0.0709171997259415,"evm.utg684.27",1,"Molecular Functions","Primed Experiment"
"GO:0046983","protein dimerization activity ",0.0363636363636364,0.00999380229315153,0.00775193798449612,3.63861874559549,1.96815416767171,0.104739829588131,0.153618416729258,0.080851798278557,"evm.utg6959.27/evm.utg1724.20",2,"Molecular Functions","Primed Experiment"
"GO:0090729","ion channel inhibitor activity ",0.0363636363636364,0.0116594360086768,0.00664451827242525,3.11881606765328,1.70849916059484,0.134816484683266,0.185372666439491,0.0975645612839427,"evm.utg3210.25/evm.utg579.116",2,"Molecular Functions","Primed Experiment"
"GO:0005249","voltage-gated potassium channel activity ",0.0181818181818182,0.00426092345832042,0.00909090909090909,4.26710743801653,1.58664058128777,0.209506609679719,0.271126200761989,0.142698000401047,"evm.utg12724.17",1,"Molecular Functions","Primed Experiment"
"GO:0000166","nucleotide binding ",0.0181818181818182,0.00584908583823985,0.00662251655629139,3.10848886213125,1.2006742624105,0.276013941066521,0.322192192945552,0.169574838392396,"utg2427.evm.utg261.54.mrna8",1,"Molecular Functions","Primed Experiment"
"GO:0031267","actin binding ",0.0181818181818182,0.0060040285094515,0.00645161290322581,3.02826979472141,1.17028283338271,0.282200378601781,0.322192192945552,0.169574838392396,"evm.utg7656.7",1,"Molecular Functions","Primed Experiment"
"GO:0061630","metal ion binding ",0.0181818181818182,0.00627517818407189,0.00617283950617284,2.89741863075196,1.11938420183794,0.292901993586865,0.322192192945552,0.169574838392396,"evm.utg17994.17",1,"Molecular Functions","Primed Experiment"
"GO:0005085","guanyl-nucleotide exchange factor activity ",0.0181818181818182,0.00844437558103502,0.00458715596330275,2.15312760633862,0.790021025177204,0.373059283528317,0.390824011315379,0.205696848060726,"evm.utg6373.20",1,"Molecular Functions","Primed Experiment"
"GO:0004842","ATP binding ",0.0181818181818182,0.0127440347071584,0.00303951367781155,1.42669245647969,0.359906429519143,0.506469240204489,0.506469240204489,0.266562758002363,"evm.utg2526.24",1,"Molecular Functions","Primed Experiment"
